"cbsa","state","puma12","stab","cbsaname15","PUMAname","pop14","afact"
"CBSA current as of CBSAyr","FIPS state","puma12","State Postal Code","2015 CBSA Name","PUMA12 Name","Pop 2014 estimate fr county level ests","cbsa to puma12 alloc factor"
"35380","22","02201","LA","New Orleans-Metairie, LA (Metro)","Regional Planning Commission 2--St. Tammany Parish (Southeast)",119550.048,0.095 
"35380","22","02300","LA","New Orleans-Metairie, LA (Metro)","Regional Planning Commission 3--Jefferson Parish (North)",107604.381,0.086 
"35380","22","02301","LA","New Orleans-Metairie, LA (Metro)","Regional Planning Commission 4--Jefferson Parish (Central)",137960.818,0.11 
"35380","22","02302","LA","New Orleans-Metairie, LA (Metro)","Regional Planning Commission 5--Jefferson Parish (West Bank)",134599.409,0.108 
"35380","22","02400","LA","New Orleans-Metairie, LA (Metro)","Regional Planning Commission 6--New Orleans City (Northeast)",134127.321,0.107 
"35380","22","02401","LA","New Orleans-Metairie, LA (Metro)","Regional Planning Commission 7--New Orleans City (Central)",119093.383,0.095 
"35380","22","02402","LA","New Orleans-Metairie, LA (Metro)","Regional Planning Commission 8--New Orleans City (South)",131099.296,0.105 
"35380","22","02500","LA","New Orleans-Metairie, LA (Metro)","Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes",123407.393,0.099 
"35420","39","03000","OH","New Philadelphia-Dover, OH (Micro)","Tuscarawas & Harrison Counties",92788,1 
"35440","41","00500","OR","Newport, OR (Micro)","Columbia, Lincoln, Clatsop & Tillamook Counties",46406,1 
"35460","47","01400","TN","Newport, TN (Micro)","Hamblen, Cocke & Grainger Counties",35374,1 
"35500","19","01400","IA","Newton, IA (Micro)","Warren, Jasper, Marion, Dallas (West) & Madison Counties",36872,1 
"35580","27","02000","MN","New Ulm, MN (Micro)","Brown, Lyon, Redwood, Chippewa, Yellow Medicine, Lac qui Parle & Lincoln Counties",25292,1 
"35620","34","00301","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Bergen County (South Central)--Hackensack & Englewood (West) Cities",113187.029,0.006 
"35620","34","00302","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Bergen County (Southwest)--Rutherford, North Arlington & Hasbrouck Heights Boroughs",119264.268,0.006 
"35620","34","00303","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Bergen County (Southeast)--Fort Lee, Cliffside Park & Palisades Park Boroughs",140901.796,0.007 
"35620","34","00304","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Bergen County (West Central)--Fair Lawn Borough, Garfield City & Lodi Borough",123919.152,0.006 
"35620","34","00305","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Bergen County (East)--Tenafly, Park Ridge & Cresskill Boroughs",105881.346,0.005 
"35620","34","00306","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Bergen County (Northwest)--Ramsey, Oakland & Franklin Lakes Boroughs",106920.005,0.005 
"35620","34","00307","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Bergen County (North Central)--Bergenfield, Paramus, Dumont & New Milford Boroughs",116914.649,0.006 
"35620","34","00308","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Bergen County (Central)--Ridgewood Village, Glen Rock & Westwood Boroughs",106583.756,0.005 
"35620","34","00400","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Passaic County (Southeast)--Paterson City",148424.54,0.007 
"35620","34","00501","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Passaic County (South)--Passaic & Clifton (Southeast) Cities",139652.001,0.007 
"35620","34","00502","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Passaic County (Central)--Hawthorne Borough & Clifton City (Northwest)",110879.575,0.006 
"35620","34","00503","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Passaic County (North)--Ringwood, Wanaque & Pompton Lakes Boroughs",109899.885,0.005 
"35620","34","00601","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Hudson County (Central)--Jersey City (North)",140638.781,0.007 
"35620","34","00602","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Hudson County (Central)--Jersey City (South)",114062.636,0.006 
"35620","34","00701","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Hudson County (North)--West New York, Secaucus & Guttenberg Towns",145498.907,0.007 
"35620","34","00702","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Hudson County (Northeast)--Union City & Hoboken Cities",136102.523,0.007 
"35620","34","00703","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Hudson County (South & West)--Bayonne City, Kearney & Harrison Towns",132812.153,0.007 
"35620","34","00800","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Hunterdon County",126067,0.006 
"35620","34","00901","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Middlesex County (Southeast)",117425.327,0.006 
"35620","34","00902","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Middlesex County (Southwest)",114930.453,0.006 
"35620","34","00903","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Middlesex County (Northwest)--South Plainfield & Middlesex Boroughs",115516.997,0.006 
"35620","34","00904","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Middlesex County (North Central)--Metuchen Borough",109523.517,0.005 
"35620","34","00905","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Middlesex County (Northeast)--Carteret Borough",113179.085,0.006 
"35620","34","00906","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Middlesex County (Central)--New Brunswick City, South River & Highland Park Boroughs",152860.591,0.008 
"35620","34","00907","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Middlesex County (East Central)--Perth Amboy City & Sayreville Borough",112861.03,0.006 
"35620","34","01001","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Somerset County (North & West)",110631.165,0.006 
"35620","34","01002","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Somerset County (South)",105176.517,0.005 
"35620","34","01003","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Somerset County (Central)--North Plainfield & Somerville Boroughs",116760.318,0.006 
"35620","34","01101","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Monmouth County (Southeast)--Tinton Falls Borough (South)",102472.712,0.005 
"35620","34","01102","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Monmouth County (Southwest)--Freehold Borough",108942.392,0.005 
"35620","34","01103","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Monmouth County (East Central)--Long Branch, Asbury Park Cities & Eatontown Borough",106123.324,0.005 
"35620","34","01104","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Monmouth County (Northeast)--Red Bank & Tinton Falls (North) Boroughs",101361.655,0.005 
"35620","34","01105","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Monmouth County (Northwest)--Keansburg Borough",107821.353,0.005 
"35620","34","01106","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Monmouth County (Central)",102557.563,0.005 
"35620","34","01201","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Ocean County (South)",117910.598,0.006 
"35620","34","01202","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Ocean County (Central)--Beachwood Borough",109997.217,0.005 
"35620","34","01203","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Ocean County (North Central)",140899.265,0.007 
"35620","34","01204","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Ocean County (Northwest)",110841.23,0.006 
"35620","34","01205","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Ocean County (Northeast)--Point Pleasant Borough",106652.69,0.005 
"35620","34","01301","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Essex County (Southeast)--Newark City (North & East)",156093.734,0.008 
"35620","34","01302","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Essex County (Southeast)--Newark City (Southwest)",125201.409,0.006 
"35620","34","01401","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Essex County (Northeast)",113284.377,0.006 
"35620","34","01402","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Essex County (South Central)--East Orange City",191219.595,0.01 
"35620","34","01403","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Essex County (Northwest)",106860.487,0.005 
"35620","34","01404","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Essex County (Southwest)",103063.398,0.005 
"35620","34","01501","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Morris County (North)--Dover Town & Kinnelon Borough",132077.291,0.007 
"35620","34","01502","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Morris County (West)",131458.058,0.007 
"35620","34","01503","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Morris County (East)--Lincoln Park Borough",114927.587,0.006 
"35620","34","01504","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Morris County (South)--Morristown Town, Madison & Florham Park Boroughs",121264.064,0.006 
"35620","34","01600","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Sussex County",144909,0.007 
"35620","34","01800","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Union County (Northeast)--Elizabeth City",128798.439,0.006 
"35620","34","01901","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Union County (North Central)--Roselle Park Borough",108423.656,0.005 
"35620","34","01902","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Union County (Northwest)--Summit City & Westfield Town (North)",104938.021,0.005 
"35620","34","01903","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Union County (Southwest)--Plainfield City & Westfield Town (South)",103804.313,0.005 
"35620","34","01904","NJ","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Union County (Southeast)--Linden, Rahway Cities & Roselle Borough (South)",106974.571,0.005 
"35620","36","02801","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Dutchess County (North & East)",127295.845,0.006 
"35620","36","02802","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Dutchess County (Southwest)",169283.155,0.008 
"35620","36","02901","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Orange County (Northeast)--Greater Newburgh City",120268.796,0.006 
"35620","36","02902","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Orange County (Northwest)",125234.179,0.006 
"35620","36","02903","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Orange County (Southeast)",130596.025,0.006 
"35620","36","03001","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Rockland County (North)--New City & Congers",107368.603,0.005 
"35620","36","03002","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns",107543.167,0.005 
"35620","36","03003","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Rockland County (West)--Spring Valley, Suffern Villages & Monsey",108954.23,0.005 
"35620","36","03101","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Putnam County",102144.26,0.005 
"35620","36","03102","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Westchester County (Northwest)",150205.385,0.007 
"35620","36","03103","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Westchester County (Northeast)",137487.839,0.007 
"35620","36","03104","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Westchester County (Southeast)",121207.126,0.006 
"35620","36","03105","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Westchester County (Central)--White Plains City",166444.082,0.008 
"35620","36","03106","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Westchester County (Southwest)--Yonkers City",200832.694,0.01 
"35620","36","03107","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Westchester County (South Central)--New Rochelle & Mount Vernon Cities",193799.615,0.01 
"35620","36","03201","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Nassau County (Northwest)--North Hempstead Town (North)",113676.684,0.006 
"35620","36","03202","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City",113222.298,0.006 
"35620","36","03203","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Nassau County (East Central)--Oyster Bay Town (Central)",102840.384,0.005 
"35620","36","03204","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Nassau County (West Central)--North Hempstead Town (South)",115884.717,0.006 
"35620","36","03205","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Nassau County (West Central)--Hempstead Town (Northwest)",115160.539,0.006 
"35620","36","03206","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor",146028.375,0.007 
"35620","36","03207","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Nassau County (Central)--Hempstead Town (Northeast)",115692.008,0.006 
"35620","36","03208","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Nassau County (Southeast)--Oyster Bay Town (South)",108666.264,0.005 
"35620","36","03209","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Nassau County (Central)--Hempstead Town (East Central)",106185.396,0.005 
"35620","36","03210","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Nassau County (South Central)--Hempstead Town (Southeast)",105478.461,0.005 
"35620","36","03211","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Nassau County (West Central)--Hempstead Town (West Central)",109392.471,0.005 
"35620","36","03212","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City",106399.404,0.005 
"35620","36","03301","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Suffolk County (Northwest)--Huntington Town (North)",102828.031,0.005 
"35620","36","03302","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Suffolk County (Northwest)--Huntington Town (South)",101745.101,0.005 
"35620","36","03303","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Suffolk County (Northwest)--Smithtown Town",118559.704,0.006 
"35620","36","03304","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Suffolk County (North Central)--Brookhaven Town (North)",120402.496,0.006 
"35620","36","03305","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Suffolk County (East)",137655.907,0.007 
"35620","36","03306","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Suffolk County (South Central)--Brookhaven Town (South)",131246.893,0.007 
"35620","36","03307","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Suffolk County (Central)--Brookhaven Town (Central)",127016.824,0.006 
"35620","36","03308","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Suffolk County (Central)--Brookhaven Town (West Central)",110830.24,0.006 
"35620","36","03309","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Suffolk County (Central)--Islip Town (East)",102063.136,0.005 
"35620","36","03310","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Suffolk County (Central)--Islip Town (Northwest)",129573.183,0.006 
"35620","36","03311","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Suffolk County (Southwest)--Islip Town (South)",106067.763,0.005 
"35620","36","03312","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Suffolk County (Southwest)--Babylon Town (Southeast)",101214.707,0.005 
"35620","36","03313","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","Suffolk County (West Central)--Babylon Town (Northwest)",113764.014,0.006 
"35620","36","03701","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge",112262.141,0.006 
"35620","36","03702","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn",143659.324,0.007 
"35620","36","03703","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville",119419.149,0.006 
"35620","36","03704","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia",128504.283,0.006 
"35620","36","03705","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont",167552.706,0.008 
"35620","36","03706","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood",132284.737,0.007 
"35620","36","03707","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope",139399.175,0.007 
"35620","36","03708","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden",144628.059,0.007 
"35620","36","03709","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester",188351.952,0.009 
"35620","36","03710","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose",162097.473,0.008 
"35620","36","03801","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill",204790.284,0.01 
"35620","36","03802","NY","New York-Newark-Jersey City, NY-NJ-PA (Metro)","NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem",131447.415,0.007 
